7.096999999999999975e-01,2.174000000000000099e-01,0.000000000000000000e+00,3.300000000000000155e-02,2.000000000000000096e-04,3.969999999999999918e-02,7.126000000000000112e-01,2.520000000000000018e-02,8.800000000000000530e-03,1.155000000000000054e-01,8.600000000000000006e-03,1.292999999999999983e-01
7.502999999999999670e-01,1.910999999999999921e-01,0.000000000000000000e+00,2.659999999999999865e-02,2.000000000000000096e-04,3.180000000000000188e-02,7.396000000000000352e-01,2.249999999999999917e-02,7.499999999999999722e-03,1.091000000000000025e-01,9.900000000000000813e-03,1.113999999999999990e-01
7.730000000000000204e-01,1.832999999999999907e-01,4.000000000000000192e-04,2.139999999999999888e-02,1.000000000000000048e-04,2.179999999999999993e-02,7.714999999999999636e-01,2.659999999999999865e-02,9.100000000000000450e-03,9.030000000000000526e-02,8.699999999999999400e-03,9.379999999999999449e-02
7.931000000000000272e-01,1.729999999999999871e-01,2.000000000000000096e-04,1.700000000000000122e-02,4.000000000000000192e-04,1.629999999999999852e-02,7.973000000000000087e-01,2.549999999999999836e-02,1.020000000000000073e-02,7.710000000000000187e-02,9.299999999999999239e-03,8.060000000000000497e-02
8.165000000000000036e-01,1.574000000000000121e-01,2.000000000000000096e-04,1.269999999999999948e-02,2.999999999999999737e-04,1.290000000000000001e-02,8.208999999999999631e-01,2.019999999999999921e-02,1.000000000000000021e-02,6.909999999999999476e-02,8.200000000000000691e-03,7.159999999999999698e-02
8.315000000000000169e-01,1.454000000000000015e-01,2.999999999999999737e-04,1.069999999999999944e-02,5.000000000000000104e-04,1.159999999999999920e-02,8.314000000000000279e-01,2.520000000000000018e-02,9.799999999999999684e-03,6.140000000000000319e-02,9.100000000000000450e-03,6.310000000000000331e-02
8.518999999999999906e-01,1.287000000000000088e-01,6.999999999999999929e-04,9.199999999999999845e-03,2.999999999999999737e-04,9.199999999999999845e-03,8.424000000000000377e-01,2.149999999999999828e-02,1.200000000000000025e-02,5.390000000000000346e-02,8.899999999999999925e-03,6.130000000000000032e-02
8.692999999999999616e-01,1.151999999999999968e-01,5.999999999999999474e-04,7.700000000000000247e-03,2.999999999999999737e-04,6.899999999999999883e-03,8.596000000000000307e-01,2.299999999999999961e-02,9.900000000000000813e-03,4.850000000000000144e-02,9.599999999999999159e-03,4.939999999999999947e-02
8.733999999999999542e-01,1.117999999999999966e-01,2.999999999999999737e-04,7.499999999999999722e-03,2.999999999999999737e-04,6.700000000000000226e-03,8.762999999999999678e-01,1.820000000000000090e-02,1.069999999999999944e-02,4.270000000000000184e-02,9.599999999999999159e-03,4.250000000000000305e-02
8.820999999999999952e-01,1.077000000000000041e-01,5.999999999999999474e-04,4.000000000000000083e-03,5.999999999999999474e-04,5.000000000000000104e-03,8.840000000000000080e-01,1.919999999999999832e-02,1.140000000000000041e-02,3.910000000000000281e-02,7.799999999999999642e-03,3.849999999999999950e-02
8.991000000000000103e-01,9.149999999999999800e-02,2.000000000000000096e-04,4.499999999999999660e-03,2.000000000000000096e-04,4.499999999999999660e-03,8.940000000000000169e-01,1.590000000000000094e-02,8.999999999999999320e-03,3.509999999999999926e-02,1.000000000000000021e-02,3.599999999999999728e-02
